 "Ability (n.)","القدرة – الامكانية","Ability (n.)","Financial","verb","ar"
"Define","يحدد","Define","General","verb","ar"
"Defined Assets","Any item of economic value owned by an individual or corporation, especially that which could be converted to cash.","","Financial","verb","en"
"Defined Assets","أوراق مالية حكومية (حسب النظام الانجليزي)","Defined Assets","Financial","verb","ar"
"Defined Benefit Scheme","A defined-benefit plan is a retirement plan that an employer sponsors, where employee benefits are computed using a formula that considers factors, such as length of employment and salary history. The company administers portfolio management and investment risk for the plan. ","","Financial","verb","en"
"Defined Benefit Scheme","غطاء المعاش التأميني الذي يتم على أساسه دفع عوائد صندوق المعاشات للمشترك","Defined Benefit Scheme","Financial","verb","ar"
"Defined Contribution Scheme","A defined-contribution plan is a retirement plan in which a certain amount or percentage of money is set aside each year by a company for the benefit of each of its employees. ","","Financial","verb","en"
"Defined Contribution Scheme","قيمة الاشتراك في صندوق التأمين والمعاشات وفقا لما يتفق عليه بين صاحب العمل والعامل في النظام الانجليزي","Defined Contribution Scheme","Financial","verb","ar"
"Deflate","a general reduction in the value of assets","","0","verb","en"
"Deflate","يقلص – ينكمش بصفة خاصة (اقتصاديا)","Deflate","0","verb","ar"
"Deflation","Deflation is a contraction in the supply of circulated money within an economy, and therefore the opposite of inflation. ","","Financial","verb","en"
"Deflation","تقلص – انكماش","Deflation","Financial","verb","ar"
"Degree","(an) amount or level of something","","General","verb","en"
"Degree","درجة / مرتبه","Degree","General","verb","ar"
"Degree of Risk","Extent or level of uncertainty in a given situation the likelihood of the actual result being different from the estimated result. ","","General","verb","en"
"Degree of Risk","درجة المخاطر","Degree of Risk","General","verb","ar"
"Delegate","a person designated to act for or represent another or others; deputy; representative, as in a political convention.","","Legal","verb","en"
"Delegate","يفوض – ينيب","Delegate","Legal","verb","ar"
"Delegation","Grant of authority by one party (the delegator) to another (the delgatee) for agreed purpose(s). Under the legal concept of vicarious liability, the delegator remains responsible for the delegatee's acts or omissions in carrying out the purpose of the delegation.","","Legal","verb","en"
"Delegation","التفويض (أحد أساليب الادارة الحديثة ) حيث يتم تفويض صلاحيات المدير الرئيس إلي من يليه فى المرتبه وبصفة خاصة أثناء غيابه لضمان استمرارية الأداء ولتمكين الجيل الثاني","Delegation","Legal","verb","ar"
"Delegation of Authority","The Delegation of Authority is an organizational process wherein, the manager divides his work among the subordinates and give them the responsibility to accomplish the respective tasks.","","Legal","verb","en"
"Delegation of Authority","تفويض السلطة / الصلاحية","Delegation of Authority","Legal","verb","ar"
"Delete","to remove or draw a line through something, especially a written word or words","","General","verb","en"
"Delete","يحذف -  يلغى","Delete","General","verb","ar"
"Delivery","Formal and voluntary transfer of possession by actual (physical) delivery, constructive delivery (by an agreement or understanding), or symbolic delivery (by documents) Also called presentation or presentment.","","Financial","verb","en"
"Delivery","التسليم المادي للأصل في عقود المشتقات من البائع إلى المشترى","Delivery","Financial","verb","ar"
"Delivery Versus Payment","A securities industry settlement procedure in which the buyer's payment for securities is due at the time of delivery. Delivery versus payment (DVP) is a settlement system that stipulates that cash payment must be made prior to or simultaneously with the delivery of the security. ","","Financial","verb","en"
"Delivery Versus Payment","التسوية الفورية مقابل عملية التحويل للورقة المالية","Delivery Versus Payment","Financial","verb","ar"
"Delta","an area of low, flat land, sometimes shaped like a triangle, where a river divides into several smaller rivers before flowing into the sea","","Financial","verb","en"
"Delta","حساسية سعر الخيارات للتغييرات التي تطرأ على أسعار منتجاتها الرئيسة يعرف بمعامل دلتا ز","Delta","Financial","verb","ar"
"Delta Neutral – Delta Hedge","Delta hedging is an options strategy that aims to reduce, or hedge, the risk associated with price movements in the underlying asset, by offsetting long and short positions. ","","Financial","verb","en"
"Delta Neutral – Delta Hedge","عندما يكون معامل دلتا في عقود الخيارات والعقود الآجلة صفر","Delta Neutral – Delta Hedge","Financial","verb","ar"
"Demand","Demand is an economic principle that describes a consumer's desire and willingness to pay a price for a specific good or service. Holding all other factors constant, an increase in the price of a good or service will decrease demand, and vice versa.","","Financial","verb","en"
"Demand","الطلب ( يتحدد سعر السلعة فى السوق من خلال التقاء كل من منحنى العرض والطلب فى نقطة معينه) - وفى آليات السوق يلعب كل من العرض والطلب الدور الرئيس فى تحدي أسعار السلع","Demand","Financial","verb","ar"
"Demand Deposit Account","A demand deposit consists of funds held in an account from which deposited funds can be withdrawn at any time from the depository institution, such as a checking or savings account, accessible by a teller, ATM or online banking.","","Financial","verb","en"
"Demand Deposit Account","حساب يخول لصاحبه الحق السحب من أرصدته لدى البنك التجاري عند الطلب","Demand Deposit Account","Financial","verb","ar"
"Dematerialization","Dematerialization (DEMAT) is the move from physical certificates to electronic book keeping. Actual stock certificates are slowly being removed and retired from circulation in exchange for electronic recording.","","Financial","verb","en"
"Dematerialization","استبدال شهادات الأسهم الورقية بالشهادات الاليكترونية","Dematerialization","Financial","verb","ar"
"Dematerialized Shares"," To reduce the amount of material required for (a product or process)","","Financial","verb","en"
"Dematerialized Shares","الأسهم المسجلة على نظام الكومبيوتر وليست لها شهادات ورقية","Dematerialized Shares","Financial","verb","ar"
"Demote","to lower someone or something in rank or position","","Financial","verb","en"
"Demote","يخفض","Demote","Financial","verb","ar"
"Demote its shares in the stock markets","to make someone’s rank or position lower or less important ","","Financial","verb","en"
"Demote its shares in the stock markets","يقلل من قيمة أسهمها في السوق المالي","Demote its shares in the stock markets","Financial","verb","ar"
"Demutualization","Demutualization is when a mutual company owned by its users/members converts into a company owned by shareholders. In effect, the users/members exchange their rights of use for shares in the demutualized company.","","Financial","verb","en"
"Demutualization","تحول أي كيان أو مؤسسة مشتركة إلى شركة ذات مسئولية محدودة","Demutualization","Financial","verb","ar"
"Denominate","to express an amount of money in a particular currency (= units of money)","","Financial","verb","en"
"Denominate","مقيم بعملة","Denominate","Financial","verb","ar"
"Denominate in US Dollar","That refers to an asset that is priced and traded in US dollars.","","Financial","verb","en"
"Denominate in US Dollar","مقيم بالعملة الأمريكية","Denominate in US Dollar","Financial","verb","ar"
"Departure"," the fact of a person or vehicle, etc. leaving somewhere","","General","verb","en"
"Departure","رحيل / استثناء","Departure","General","verb","ar"
"Departure from Law","0","","Legal","verb","en"
"Departure from Law","استثناء من القانون","Departure from Law","Legal","verb","ar"
"Deposit","A transaction involving a transfer of funds to another party for safekeeping.","","Financial","verb","en"
"Deposit","يودع / وديعة","Deposit","Financial","verb","ar"
"Deposit Account","Interest earning account at a bank or other depository institution the withdrawals from which are limited to the amount of the account's credit balance.","","Financial","verb","en"
"Deposit Account","حساب الودائع","Deposit Account","Financial","verb","ar"
"Depository","A depository is a facility such as a building, office or warehouse where something is deposited for storage or safeguarding. It can refer to an organization, bank or an institution that holds and assists in the trading of securities. ","","Financial","verb","en"
"Depository","جهة الإيداع","Depository","Financial","verb","ar"
"Depository Interest","is a UK security that represents a stock traded on an exchange outside the UK. They offer a straightforward, cost-effective way to trade in a number of overseas stocks and are the main means of foreign dealing provided by a number of UK international stock brokers.","","Financial","verb","en"
"Depository Interest","الفائدة المستحقة لحاملي الأسهم والتي يتم إيداعها إما بالإيداع والحفظ أو بخدمة الحافظ الأمين","Depository Interest","Financial","verb","ar"
"Depository Trust Clearing Corporation DTCC","Established in 1999, the DTCC is a holding company consisting of 5 clearing corporations and 1 depository, making it the world's largest financial services corporation dealing in post trade transactions.","","Financial","verb","en"
"Depository Trust Clearing Corporation DTCC","مؤسسة الإيداع المركزي والمقاصة الأمريكية","Depository Trust Clearing Corporation DTCC","Financial","verb","ar"
"Depository Trust Corporation DTC","The Depository Trust Company (DTC) is one of the world's largest securities depositories. The DTC, which was founded in 1973 and is based in New York City, is organized as a limited purpose trust company and provides safekeeping through electronic recordkeeping of securities balances. ","","Financial","verb","en"
"Depository Trust Corporation DTC","مؤسسة الإيداع لأسهم الشركات الأمريكية","Depository Trust Corporation DTC","Financial","verb","ar"
"Depreciation","Depreciation is an accounting method of allocating the cost of a tangible asset over its useful life. Businesses depreciate long-term assets for both tax and accounting purposes. ","","Financial","verb","en"
"Depreciation","معدل تناقص القيمة في الأصول الثابتة والذي يحتسب بمعدل سنوي ويظهر في حساب الأرباح والخسائر","Depreciation","Financial","verb","ar"
"Depressed Market","A market which has more sellers than buyers. Low prices result from this excess of supply over demand. also called buyer's market.","","Financial","verb","en"
"Depressed Market","سوق راكدة","Depressed Market","Financial","verb","ar"
"Depression","Depression is a severe and prolonged downturn in economic activity. In economics, a depression is commonly defined as an extreme recession that lasts two or more years. ","","Financial","verb","en"
"Depression","الركود – الكساد / أزمة اقتصادية : في الواقع هو أحد المسميات التى أطلقت على الأزمة العالمية المالية الحالية 2008 – 2009 (الجارية) حيث تعددت الأسماء والأزمات الفرعية المتمخضة عنها أيضا","Depression","Financial","verb","ar"
"Deputy","a person who is given the power to do something instead of another person, or the person whose rank is immediately below that of the leader of an organization","","General","verb","en"
"Deputy","نائب","Deputy","General","verb","ar"
"Deputy-Chairman","A person that is appointed to act on behalf of the Chairman, bestowed with the power to act, second to the Chairman.","","General","verb","en"
"Deputy-Chairman","نائب رئيس مجلس الإدارة","Deputy-Chairman","General","verb","ar"
"Deputy-Chief-Executive Officer","deputy of the highest-ranking executive in a company","","General","verb","en"
"Deputy-Chief-Executive Officer","نائب الرئيس التنفيذي","Deputy-Chief-Executive Officer","General","verb","ar"
"Deputy-Managing Director","0","","General","verb","en"
"Deputy-Managing Director","نائب العضو المنتدب","Deputy-Managing Director","General","verb","ar"
"De-restrict","to remove restrictions from <trading in Canadian dollar securities was derestricted>; specifically :  to remove a speed limit from (a road)","","General","verb","en"
"De-restrict","يرفع القيد / الحظر عن","De-restrict","General","verb","ar"
"Derivation","the origin of something, such as a word, from which another form has developed, or the new form itself","","General","verb","en"
"Derivation","أصل – اشتقاق","Derivation","General","verb","ar"
"Derivative Instruments/ Derivative Securities","A derivative is a contract between two or more parties whose value is based on an agreed-upon underlying financial asset, index or security. ","","Financial","verb","en"
"Derivative Instruments/ Derivative Securities","أوراق مالية مبنية على أوراق مالية أخرى / أدوات اشتقاقية مثل خيارات يتعامل بها بناءً على أسهم أو عقود آجلة على سندات وهكذا","Derivative Instruments/ Derivative Securities","Financial","verb","ar"
"Derivatives","A derivative is a security with a price that is dependent upon or derived from one or more underlying assets. The derivative itself is a contract between two or more parties based upon the asset or assets. ","","Financial","verb","en"
"Derivatives","أوراق مالية تصدر بضمان أصول ويتم التداول بها بناءً على قيم هذه الأصول  وتسمى (مشتقات)","Derivatives","Financial","verb","ar"
"Designated Client Bank Account"," the account holds the money of one or more clients","","Financial","verb","en"
"Designated Client Bank Account","حساب بنكي لعميل أو أكثر ولكنه يعرف تحت مسمى &quot;مخصص&quot;- حيث يكون مخصصا لكل عميل على حده","Designated Client Bank Account","Financial","verb","ar"
"Designated Investment Exchange DIE","A recognized investment exchange that is selected by an issuer of a security as the designated exchange for that security. An investment exchange must meet certain standards including adherence to regulations, maintaining reasonable levels of liquidity, and offering a range of listings. ","","Financial","verb","en"
"Designated Investment Exchange DIE","إحدى البورصات الأجنبية التي تعتمدها سلطة الخدمات المالية ببريطانيا باعتبار توفر المواصفات المشابهة للقواعد والمستويات المعمول بها لديها مثل (الكفاءة، الشفافية، السيولة ..إلخ)","Designated Investment Exchange DIE","Financial","verb","ar"
"Destabilize","to make a government, area, or political group lose power or control, or to make a political or economic situation less strong or safe, by causing changes and problems","","Financial","verb","en"
"Destabilize","يخل بالتوازن – توازن السوق","Destabilize","Financial","verb","ar"
"Detect","to notice something that is partly hidden or not clear, or to discover something, especially using a special method","","General","verb","en"
"Detect","يكتشف","Detect","General","verb","ar"
"Detect Offences","The process of uncovering criminal activity (or verifying reported crime) and acquiring evidence in order to identify and prosecute its perpetrators.","","General","verb","en"
"Detect Offences","يكتشف المخالفات","Detect Offences","General","verb","ar"
"Detective Controls","A type of internal control mechanism intended to find problems within a company's processes. Detective control may be employed in accordance with many different goals, such as quality control, fraud prevention and legal compliance.","","Financial","verb","en"
"Detective Controls","رقابة العمليات (لاكتشاف أى خطأ)","Detective Controls","Financial","verb","ar"
"Determine Due Fees on Trading","0","","Financial","verb","en"
"Determine Due Fees on Trading","تحديد الرسوم المستحقة على التداول وغيرها من نشاطات السوق المالي وهى من صلاحيات هيئة الأوراق المالية والسلع بالإمارات العربية المتحدة","Determine Due Fees on Trading","Financial","verb","ar"
"Deutche Borse","is a marketplace organizer for the trading of shares and other securities. It is also a transaction services provider. It gives companies and investors access to global capital markets. It is a joint stock company and was founded in 1993. The headquarters are in Frankfurt. ","","Financial","verb","en"
"Deutche Borse","البورصة الألمانية للأسهم والمشتقات وتضم البورصة الأوربية","Deutche Borse","Financial","verb","ar"
"Devaluation","Devaluation is a deliberate downward adjustment to the value of a country's currency relative to another currency, group of currencies or standard. Devaluation is a monetary policy tool used by countries that have a fixed exchange rate or semi-fixed exchange rate. ","","Financial","verb","en"
"Devaluation","إجراء تتخذه المؤسسات النقدية لتخفيض سعر صرف العملة مقابل العملات الأخرى","Devaluation","Financial","verb","ar"
"Devaluation of Currency","is a decrease in the level of a currency in a floating exchange rate system due to market forces. Currency depreciation can occur due to any number of reasons – economic fundamentals, interest rate differentials, political instability, risk aversion among investors and so on.","","Financial","verb","en"
"Devaluation of Currency","تخفيض قيمة العملة","Devaluation of Currency","Financial","verb","ar"
"Develop","to (cause something to) grow or change into a more advanced, larger, or stronger form:","","General","verb","en"
"Develop","يتقدم / يتطور","Develop","General","verb","ar"
"Developed Markets / Countries","In investing, a developed market is a country that is most developed in terms of its economy and capital markets. The country must be high income, but this also includes openness to foreign ownership, ease of capital movement, and efficiency of market institutions. ","","Financial","verb","en"
"Developed Markets / Countries","الأسواق المتقدمة / البلدان","Developed Markets / Countries","Financial","verb","ar"
"Developing Countries","A developing country, also called a less developed country or underdeveloped country, is a nation or sovereign state with a less developed industrial base and a low Human Development Index (HDI) relative to other countries.","","Financial","verb","en"
"Developing Countries","البلدان النامية","Developing Countries","Financial","verb","ar"
"Diagonal Spread","An options strategy established by simultaneously entering into a long and short position in two options of the same type (two call options or two put options) but with different strike prices and expiration dates.","","Financial","verb","en"
"Diagonal Spread","شراء أحد الخيارات مقابل بيع آخر","Diagonal Spread","Financial","verb","ar"
"Difference Account","0","","Financial","verb","en"
"Difference Account","تفاصيل عمليات المشتقات (تحديد الربح/ الخسارة)","Difference Account","Financial","verb","ar"
"Differentiation","Result of efforts to make a product or brand stand out as a provider of unique value to customers in comparison with its competitors.","","Financial","verb","en"
"Differentiation","تفاضلي – نسبى","Differentiation","Financial","verb","ar"
"Digest","a short written report providing the most important parts of a larger piece of writing, or one containing recent news","","Legal","verb","en"
"Digest","مجموعة قوانين","Digest","Legal","verb","ar"
"Digested Bonds","A digested security is a financial instrument which an investor has bought and intends to hold for a long period of time. The security is thus effectively taken out of trading. If a large number of investors choose to digest a particular security, then it can result in a relatively illiquid market for that security, making it difficult to buy or sell.","","Financial","verb","en"
"Digested Bonds","سندات تحظى بالإقبال الشديد","Digested Bonds","Financial","verb","ar"
"Digit","any one of the ten numbers 0 to 9","","Financial","verb","en"
"Digit","عشري – رقم –علامة","Digit","Financial","verb","ar"
"Digital Information","Digital information is a type of information stored using a series of ones and zeros, according to TechTerms.com. It is the most commonly used method of storing and reading data, as it can be copied, edited and moved without losing any quality.","","Financial","verb","en"
"Digital Information","المعلومات الرقمية","Digital Information","Financial","verb","ar"
"Dilution","Dilution is a reduction in the ownership percentage of a share of stock caused by the issuance of new shares. Dilution can also occur when holders of stock options, such as company employees, or holders of other optionable securities exercise their options.","","Financial","verb","en"
"Dilution","الزيادة في عدد المصدرة من الشركة بما يعنى تقليل عائد السهم وبالتالي نسبة استفادة المستثمرين الحاليين","Dilution","Financial","verb","ar"
"Direct","having or being motion in the general planetary direction from west to east :  not retrograde","","General","verb","en"
"Direct","مباشر","Direct","General","verb","ar"
"Direct Costs","A direct cost is a price that can be completely attributed to the production of specific goods or services. Some costs, such as depreciation or administrative expenses, are more difficult to assign to a specific product and therefore are considered to be indirect costs.","","Financial","verb","en"
"Direct Costs","التكاليف المباشرة","Direct Costs","Financial","verb","ar"
"Direct Credit Risk","Direct credit substitutes arise from an arrangement in which a bank assumes, in form or in substance, credit risk associated with an on- or off-balance sheet asset or exposure that was not previously owned by the bank (that is, it was a third-party asset), and the risk assumed exceeds the pro-rata share of the bank's interest in the third-party asset. ","","Financial","verb","en"
"Direct Credit Risk","الغرامة المالية التي تتحملها الشركة نتيجة خطأ أو قصور تم اكتشافه","Direct Credit Risk","Financial","verb","ar"
"Direct Investment","Direct investment, more commonly referred to as foreign direct investment, refers to an investment in a business enterprise in a country other than the investor's country designed to acquire a controlling interest in the foreign business enterprise. ","","Financial","verb","en"
"Direct Investment","شراء حصة في شركة تمكن المشترى من السيطرة على الشركة بدرجة ما","Direct Investment","Financial","verb","ar"
"Direct Loss","Property loss caused by an unbroken chain of events (see proximate cause) covered under an insurance policy. In home insurance policies, for example, living room furniture lost in a fire originating in the kitchen is a direct loss.","","Financial","verb","en"
"Direct Loss","الغرامة على الوسيط / أو منفذ الصفقة","Direct Loss","Financial","verb","ar"
"Direct Market Participant","0","","Financial","verb","en"
"Direct Market Participant","العناصر المؤثرة في سعر الورقة المالية وأهمها آداء الشركة المالي ومدى قوة الميزانية العمومية للشركة","Direct Market Participant","Financial","verb","ar"
"Direct Market Risk Factors","the factors of the risk that an investment may face due to fluctuations in the market. The risk is that the investment’s value will decrease. Also known as systematic risk, the term may also refer to a specific currency or commodity.","","Financial","verb","en"
"Direct Market Risk Factors","إعلان ترويجي لدعوة مستثمرين  بغرض إجراء إتفاق إسثماري محدد العوائد","Direct Market Risk Factors","Financial","verb","ar"
"Direct Offer Advertisement","Contacting carefully targeted prospects with custom tailored offers or promotional material (such as brochures, circulars, letters, newsletters) on one-to-one basis via ordinary mail or email.","","Financial","verb","en"
"Direct Offer Advertisement","نموذج ترويجي للمستثمرين حيث يلزم العملاء أنفسهم بشروطه دون الدخول في مفاوضات لاحقه","Direct Offer Advertisement","Financial","verb","ar"
"Direct Offer Financial Promotion","an offer by the firm or another person to enter into a controlled agreement with any person who responds to the communication","","Financial","verb","en"
"Direct Offer Financial Promotion","بيع إصدار جديد بالكامل لجهات استثمار مؤسسي بدلا من عرضه للاكتتاب العام","Direct Offer Financial Promotion","Financial","verb","ar"
"Direct Placement","Selling a new issue not by offering it for sale publicly, but by placing it with one of several institutional investors. Also known as a private placement.","","Financial","verb","en"
"Direct Placement","طرح ينشأ فى أسواق العملات الأجنبية فى حالة كون العملة الأجنبية والمتغيرة هى الدولار الأمريكي - الطرح الخاص","Direct Placement","Financial","verb","ar"
"Direct Quote","A direct quote is a foreign exchange rate quoted as the domestic currency per unit of the foreign currency. In other words, it involves a quote in fixed units of foreign currency against variable amounts of the domestic currency.","","Financial","verb","en"
"Direct Quote","التسعير المباشر هو على سبيل المثال : وضع سعر صرف للجنية الإسترليني مقابل الدولار الأمريكي وبالتالي دائما يقيم الجنيه الإسترليني بعدد من الدولارات ، أما التسعير غير المباشر فهو تسعير باقي العملات إلى الدولار الأمريكي ، وهذا ما يتم فعليا","Direct Quote","Financial","verb","ar"
"Direct Securities Lending","Securities lending is the act of loaning a stock, derivative or other security to an investor or firm. Securities lending requires the borrower to put up collateral, whether cash, security or a letter of credit. ","","Financial","verb","en"
"Direct Securities Lending","إقراض الأوراق المالية : يتم من الجهة مالكة هذه الأوراق والمقترض (انجليزي)","Direct Securities Lending","Financial","verb","ar"
"Direct Trade","Direct trade is a form of sourcing practiced by some coffee roasters, referring to direct sourcing from farmers, with standards varying between producers.","","Financial","verb","en"
"Direct Trade","التجارة المباشرة","Direct Trade","Financial","verb","ar"
"Direct Undertaking",". Business enterprise and, in some jurisdictions (such as European Union) charities, state commercial bodies, and trade associations./ Guaranty, promise, or stipulation that creates an obligation.","","Financial","verb","en"
"Direct Undertaking","ضمان / تعهد الاكتتاب المباشر","Direct Undertaking","Financial","verb","ar"
"Direction"," the position towards which someone or something moves or faces","","Financial","verb","en"
"Direction","توجيه : هو إجراء تتخذه إدارة التفتيش  سلطة الخدمات المالية ببريطانيا، حيث تقوم بإصدار توجيه إلى الشركة المخالفة أو التي على وشك ارتكابها مخالفة","Direction","Financial","verb","ar"
"Directives","Formal and usually mandatory executive order or official pronouncement on a policy or procedure, or one which encourages or discourages some activity.
","","General","verb","en"
"Directives","توجيهات / تعليمات","Directives","General","verb","ar"
"Director General","the person who is in charge of a big organization","","General","verb","en"
"Director General","مدير عام","Director General","General","verb","ar"
"Directorate","An organization headed by a director. In finance, directorate is sometimes used in place of ""board of directors,"" which is the group of individuals that makes decisions for a corporation on behalf of its shareholders.","","General","verb","en"
"Directorate","مجلس الادارة / مديرية","Directorate","General","verb","ar"
"Directors","Person who leads, manages, or supervises an organization, program, or project. See also company director.","","Financial","verb","en"
"Directors","هم أعضاء مجلس الإدارة الذين يعينهم المساهمون (حسب النظام الانجليزي) ويتحملون مسئولية إدارة الشركة ، كانوا سابقا يخضعون لرقابة بورصة لندن ولكنهم حاليا يخضعون لرقابة هيئة الخدمات المالية ببريطانيا حيث أنها الجهة المنوط بها سلطة الإدراج","Directors","Financial","verb","ar"
"Directors Remunerations","Executive and non-executive directors may be compensated by fee, salary, and/or use of the firm's property as a matter of agreement between them and the firm.","","Financial","verb","en"
"Directors Remunerations","مكافآت أعضاء مجلس الادارة وهى التى ينص عليها عند تعيينهم","Directors Remunerations","Financial","verb","ar"
"Directors’ Fees","money paid to a director for attendance at board meetings","","Financial","verb","en"
"Directors’ Fees","بدل حضور جلسات مجلس الادارة","Directors’ Fees","Financial","verb","ar"
"Directors’ Model Code","0","","Financial","verb","en"
"Directors’ Model Code","ميثاق السلوك النموذجي لأعضاء مجلس الإدارة : هو عبارة عن قواعد تنظم عملية تعامل أعضاء مجلس الإدارة في أسهم الشركات خلال فترات معينة مع الالتزام بالشفافية والنزاهة والافصاح","Directors’ Model Code","Financial","verb","ar"
"Directors’ Report","In the UK and commonwealth countries, the part of a large firm's annual report package that (among other items of information) states names of directors that served during the reporting year,  summary of the firm's trading activities and its future prospects.","","Financial","verb","en"
"Directors’ Report","تقرير مجلس الإدارة : يعتبر أحد الأجزاء الرئيسة من التقرير السنوي للشركة ، وتقدم فيه الشركة ملخصا عن أدائها على مدار العام المنصرم وأيضا خططها المستقبلية بالإضافة إلى بعض الافصاحات الضرورية","Directors’ Report","Financial","verb","ar"
"Directory","A directory is, in general, an approach to organizing information, the most familiar example being a telephone directory.","","Financial","verb","en"
"Directory","دليل - مرجع ارشادي","Directory","Financial","verb","ar"
"Directory of Disclosure Requirements","
","","Financial","verb","en"
"Directory of Disclosure Requirements","دليل متطلبات الافصاح – دليل وضعته هيئة الأوراق المالية بالامارات العربية المتحدة لتوضيح متطلبات الافصاح","Directory of Disclosure Requirements","Financial","verb","ar"
"Dirty Price","A dirty price is a bond pricing quote referring to the price of a coupon bond that includes the present value of all future cash flows, including interest accruing on the next coupon payment . ","","Financial","verb","en"
"Dirty Price","السعر الكلى للسند بما فيه الفائدة التراكمية","Dirty Price","Financial","verb","ar"
"Disability","Disability is an impairment that may be physical, cognitive, intellectual, mental, sensory, developmental, or some combination of these that results in restrictions on an individual's ability to participate in what is considered ""normal"" in their everyday society. A disability may be present from birth or occur during a person's lifetime.","","Financial","verb","en"
"Disability","نقص – عجز – عدم أهلية","Disability","Financial","verb","ar"
"Disability Pension","Cash benefit available to a disabled person who fulfills the requirements of a disability pension plan. Such payments generally are taxable.","","Financial","verb","en"
"Disability Pension","معاش العجز","Disability Pension","Financial","verb","ar"
"Disallowed Expenditure","Expenses charged by a company in arriving at its accounting profit before tax which are not allowable as a deduction when calculating its taxable profits on which its corporation tax charge is based. ","","Financial","verb","en"
"Disallowed Expenditure","المصاريف غير المسموح بها (مرفوضة) : هي تلك المصاريف التي لاتخصم من الربح المستحق عليه الضرائب في قانون الضرائب البريطاني ، مثل : المصاريف الترفيهية ومصاريف الاستهلاك (تناقص قيمة الأصول) ، وإنما فقط تخصم فى حالة بند الاحلال والتجديد للأصول","Disallowed Expenditure","Financial","verb","ar"
"Disbursement Account","Disbursement is the act of paying out or disbursing money, such as money paid out to run a business, cash expenditures, dividend payments, and/or the amounts that a lawyer might have to pay out on a person's behalf in connection with a transaction. ","","Financial","verb","en"
"Disbursement Account","حساب المصروفات","Disbursement Account","Financial","verb","ar"
"Discharge","Formal statement of relinquishment that releases an entity from debt, liability, or obligation. For example, an order of discharge frees a bankrupt from outstanding debts at the end of bankruptcy proceedings.","","Financial","verb","en"
"Discharge","إعفاء أو إبراء","Discharge","Financial","verb","ar"
"Discharge of Bankrupt","A permanent order that releases the debtor from personal liability for certain specified types of debts, thereby releasing the debtor from any legal obligation to pay any discharged debts. ","","Financial","verb","en"
"Discharge of Bankrupt","رد اعتبار مفلس","Discharge of Bankrupt","Financial","verb","ar"
"Discharged Bill","a paid bill of exchange (= a document ordering someone to pay a particular amount at a particular time for goods or services)","","Financial","verb","en"
"Discharged Bill","كمبيالة مدفوعة","Discharged Bill","Financial","verb","ar"
"Disciplinary Actions","a method for dealing with a worker who causes problems or does not obey company rules, for example, by removing them from their job","","Financial","verb","en"
"Disciplinary Actions","إجراءات تأديبية / جزائية ، هى ضمن منظومة القرارات والجزاءات التى عادة ما تصدرها هيئة الرقابية على أسواق المال للمخالفين لقواعد ونظم التداول والاستثمار فى الأوراق المالية سواءً كانت شركات وساطة ، أو مستثمرين أو أفراد من المرخص لهم بالعمل مثل المحللين والمس","Disciplinary Actions","Financial","verb","ar"
"Discipline","training that makes people more willing to obey or more able to control themselves, often in the form of rules, and punishments if these are broken, or the behaviour produced by this training","","Financial","verb","en"
"Discipline","نظام وبخاصة نظام وضوابط","Discipline","Financial","verb","ar"
"Disclaimer","Clause or statement in a document that tries to prevent creation of a warranty or contract. Also called hedge clause","","Financial","verb","en"
"Disclaimer","إشعار بغرض الحد من نشوء التزام قانوني محتمل","Disclaimer","Financial","verb","ar"
"Disclosure","Disclosure is the act of releasing all relevant information pertaining to a company that may influence an investment decision. To be listed on major U.S. stock exchanges, companies must follow all of the Securities and Exchange Commission's (SEC) disclosure requirements and regulations.","","Financial","verb","en"
"Disclosure","الإفصاح : الإفصاح هو أحد عناصر الشفافية الرئيسة فى نقل المعلومات للمستثمرين عن نشاط الشركة وأدائها الاقتصادي وأي معلومات أخرى جوهرية ، وقد وضعت هيئة الإمارات العربية بدولة الإمارات العربية المتحدة قواعد ونظم وضوابط لإفصاح الشركات على مدار الفترات الربعيه","Disclosure","Financial","verb","ar"
"Disclosure","Disclosure is the act of releasing all relevant information pertaining to a company that may influence an investment decision. To be listed on major U.S. stock exchanges, companies must follow all of the Securities and Exchange Commission's (SEC) disclosure requirements and regulations.","","Financial","verb","en"
"Disclosure","الإفصاح","Disclosure","Financial","verb","ar"
"Discount","In finance, discount refers to the condition of the price of a bond that is lower than par, or face value. The discount equals the difference between the price paid for a security and the security's par value.","","Financial","verb","en"
"Discount","هو السعر الذي يتداول به العقد الآجل دون سعره العادل، فلو أن سعر العقد الآجل العادل  3 درهم ويتداول بأقل بنسبة 10% يسمى هنا بسعر الخصم عن سعره العادل","Discount","Financial","verb","ar"
"Discount Factor","the discount factor (which is derived from, but is not the same as, the discount rate) is a mathematical term that measures how much people care about tomorrow (or, more generally, whatever is defined as one period in the future) as compared to today.  ","","Financial","verb","en"
"Discount Factor","هو الرقم الذي يجب أن يتضاعف مستقبليا فى التدفقات النقدية لاحتساب قيمته حاليا","Discount Factor","Financial","verb","ar"
"Discount Securities","Any security that is sold at a price below the face value, or a security that is issued for a price below the face value, but pays out the face value at maturity. ","","Financial","verb","en"
"Discount Securities","هي أوراق تجارية دون فائدة ربوية للاستثمار قصير الأجل وتستوفى قيمتها بالكامل","Discount Securities","Financial","verb","ar"
